customer_id,tenure_months,avg_monthly_spend,transactions_30d,transactions_90d,max_gap_days,is_high_risk_segment,card_type,churned
56,55,256.90320475638873,1,6,67,0,basic,0
57,32,152.892826443024,2,5,36,0,basic,0
58,30,289.97308476603354,0,4,74,0,platinum,0
59,45,278.11477832665634,0,3,55,0,basic,0
60,29,259.8738639213178,1,4,47,1,basic,0
61,8,105.27250400805312,0,5,72,1,basic,0
62,24,286.50739540182855,5,9,48,1,basic,0
63,11,253.5135248448268,2,5,51,0,gold,0
64,42,265.4837266758738,0,2,32,0,basic,0
65,36,200.27342148211181,1,5,34,0,basic,1
66,1,34.09673055691769,4,11,54,1,basic,0
67,8,531.0808709612654,4,7,6,0,gold,0
68,24,424.43684930725334,2,4,83,1,gold,1
69,29,146.6088725160953,4,5,25,0,gold,0
70,56,1277.2249373500692,0,3,53,0,basic,0
71,33,71.69388828426771,1,2,20,1,basic,0
72,22,112.10471285212196,2,7,40,0,basic,0
73,37,213.11599222802352,3,6,51,0,gold,0
74,36,549.6152597993555,1,4,74,0,basic,0
75,34,47.221891618798686,1,5,1,0,platinum,0
76,4,719.1035906602003,2,5,54,0,gold,0
77,28,1084.641633008414,1,1,42,1,basic,0
78,34,595.3925018812232,4,5,1,0,basic,0
79,20,1542.5181304881078,2,7,81,0,basic,0
80,28,392.806076602504,1,5,38,0,gold,0
81,5,316.8294785536654,2,5,30,1,gold,0
82,20,111.20422598516643,2,6,53,1,gold,1
83,34,403.84345976580323,2,5,9,1,gold,0
84,31,839.2367326616071,2,2,48,0,gold,1
85,58,473.5373147397087,1,4,54,0,basic,0
86,38,400.3075946887468,1,7,43,1,platinum,0
87,10,205.05931805517378,2,6,18,1,platinum,0
88,30,743.8743691889948,1,3,44,1,basic,0
89,18,450.95508674734015,5,5,13,0,gold,0
90,32,293.456808032992,0,5,76,0,gold,1
91,3,74.82997959300727,3,5,6,0,basic,0
92,20,126.24642596065001,2,4,37,1,gold,0
93,51,297.9860094425653,3,3,6,0,platinum,0
94,19,1014.8029663101665,2,4,23,1,gold,0
95,22,85.27440293256016,3,6,85,0,basic,1
96,56,159.42189548986917,0,1,54,0,gold,1
97,4,456.73516984858963,0,6,22,0,platinum,1
98,12,582.5400029582477,1,3,25,0,gold,1
99,59,956.2687513081768,1,5,21,1,basic,0
100,48,378.47885133895807,2,3,32,0,basic,0
101,17,490.57316268934363,3,7,46,1,platinum,1
102,13,355.92079596068584,0,4,24,0,gold,0
103,30,358.5875532977385,1,10,43,1,basic,0
104,44,211.64952444125197,5,9,47,0,basic,0
105,42,702.6295810507136,2,7,36,1,platinum,0
106,10,1181.9562707038301,0,4,1,0,gold,0
107,13,440.18158595240726,2,3,3,0,basic,0
108,4,287.1151397827682,1,6,37,0,basic,0
109,47,198.42863797177722,3,7,72,1,gold,1
110,15,156.16331224384578,1,7,14,0,gold,0
111,21,677.9756402176423,4,4,33,1,basic,0
112,54,279.52000264210983,1,2,45,0,basic,0
113,16,56.46860685322075,0,4,43,0,basic,1
114,36,423.77505327848564,1,5,38,1,basic,0
115,49,301.0290779637506,1,3,10,0,basic,0
116,5,502.07849767764196,1,5,54,0,basic,1
117,44,85.08761495558149,2,3,87,1,basic,1
118,9,208.55297640585567,3,7,37,0,basic,0
119,27,575.3767023366715,1,7,3,1,basic,1
120,59,172.3900828975467,1,3,8,1,basic,1
121,55,259.86541353712676,0,1,29,0,basic,1
122,44,956.4431743634334,0,2,72,0,gold,0
123,48,415.39391384080534,2,4,87,0,gold,0
124,24,601.092320328772,3,6,78,1,platinum,1
125,14,546.084769660614,2,3,58,0,basic,1
126,51,515.2453364096469,5,9,17,1,basic,0
127,40,1208.0284167019042,2,4,65,0,basic,0
128,4,279.7886820826942,0,5,86,1,basic,0
129,30,77.92822629279806,2,3,46,0,gold,0
130,13,353.2987585062426,2,3,15,0,basic,0
131,13,187.78404680944027,3,6,33,0,basic,0
132,16,112.69889240766516,3,7,25,0,gold,1
133,30,506.72008336267237,1,5,55,0,basic,0
134,9,156.2522842508339,2,4,88,0,basic,1
135,55,20.369703251956732,2,5,89,0,basic,0
136,39,353.8507502780402,3,8,55,0,basic,0
137,54,290.28849515416766,1,2,52,0,basic,0
138,7,233.66657001572327,3,6,60,0,gold,1
139,22,41.46246961680009,1,4,40,0,platinum,0
140,45,402.3188602378843,1,4,31,0,gold,0
141,28,742.9163621052309,2,4,16,0,basic,0
142,8,102.16911006567553,2,5,10,0,basic,0
143,18,365.945374528035,1,5,57,0,gold,0
144,43,216.56504748242443,2,7,17,0,basic,0
145,48,149.16857092791312,1,2,62,0,basic,0
146,6,381.3998806971455,3,3,55,0,basic,0
147,37,74.72030501398044,1,7,41,0,basic,0
148,53,695.9294548812597,3,5,87,1,basic,0
149,42,239.61025640077702,2,3,82,1,platinum,0
150,42,528.3002055893875,1,1,67,0,basic,1
151,30,207.31803372485743,3,8,57,0,gold,0
152,27,142.649961930485,4,7,48,0,platinum,0
153,1,245.65014138231197,1,3,72,1,platinum,1
154,23,530.1616032759838,1,4,67,0,basic,1
155,35,696.6587608313141,1,3,5,1,basic,0
156,13,388.7125087838484,3,8,68,0,gold,0
157,7,510.8207000446961,2,5,43,1,basic,0
158,41,721.2011333082978,0,3,89,0,gold,0
159,35,256.68149754391925,1,2,40,0,platinum,0
160,43,301.9638729265492,0,4,48,0,gold,0
161,47,646.4550733835962,4,5,29,0,basic,1
162,53,421.0556118117762,1,3,28,0,basic,0
163,50,310.7519200637171,2,2,13,0,basic,0
164,30,438.0811926760518,1,6,76,0,basic,1
165,39,90.40305691313766,1,8,85,0,gold,1
166,43,362.7309116592593,1,6,81,0,platinum,0
167,18,252.36328688419064,0,3,76,0,basic,1
168,6,597.9415520490649,1,5,8,0,gold,0
169,16,732.9127482850959,1,5,89,0,basic,1
170,50,251.45916820401015,1,3,58,1,gold,1
171,55,412.61282365234155,0,2,6,0,gold,0
172,13,422.33832235864435,2,8,59,0,basic,1
173,42,571.6504023435391,1,7,29,1,basic,0
174,41,322.6453573873561,1,8,16,0,platinum,1
175,29,478.05470266085575,2,4,37,0,basic,0
176,55,115.82111431950905,3,5,74,0,platinum,0
177,48,438.62468984530096,5,9,11,0,gold,0
178,38,2534.551924966393,3,4,54,0,gold,0
179,10,405.90474513284767,4,5,37,1,basic,1
180,24,657.1277865787865,3,7,32,0,basic,0
181,22,553.7271818778805,1,2,73,1,basic,0
182,5,116.25750397021488,2,3,13,0,basic,0
183,28,670.9190052109091,3,5,61,0,basic,1
184,13,37.76076371171596,1,2,27,1,basic,1
185,42,71.48757471597992,1,5,17,0,gold,0
186,12,444.4383702252733,2,6,72,0,platinum,0
187,7,428.48675884353486,1,4,47,0,basic,0
188,57,406.6954958640764,2,5,30,0,platinum,0
189,34,462.7097837031889,2,7,88,0,platinum,0
190,22,1806.010537001275,4,5,43,0,platinum,0
191,22,721.4778379758773,1,2,80,0,basic,1
192,31,178.55543589639035,8,13,35,0,basic,0
193,44,395.3911503997265,3,6,10,0,basic,1
194,29,273.55809939052654,1,3,72,0,gold,0
195,57,642.1419375549285,3,5,3,0,basic,1
196,52,148.48304782072165,1,5,28,1,gold,0
197,56,19.752473426704093,0,5,56,0,basic,0
198,56,1456.5428499554387,3,6,10,1,basic,1
199,58,674.3663798393172,2,6,10,1,basic,0
200,13,143.15318860003057,4,6,71,0,basic,0
201,13,287.4019918693713,1,3,83,0,gold,1
202,46,461.8062498002109,2,6,53,1,platinum,1
203,37,386.450477757022,1,4,31,0,basic,1
204,8,1182.1922673127679,1,6,81,0,basic,1
205,22,364.48211835153705,3,7,74,0,gold,0
206,59,63.725665224624926,2,5,23,1,basic,0
207,42,568.2408921196388,2,3,36,0,gold,0
208,39,170.67254612495552,2,4,84,1,basic,1
209,16,163.8036303347665,4,8,67,1,gold,0
210,44,175.52660782109734,3,6,16,0,basic,1
211,19,644.7037260242523,4,9,1,0,basic,0
212,29,630.2844247126362,2,7,31,0,basic,0
213,17,162.27912675963293,3,3,40,1,basic,0
214,6,178.63915228009878,4,6,72,1,gold,0
215,36,510.7593608754303,1,9,31,0,basic,1
216,14,393.7707114990607,0,1,18,0,basic,0
217,33,180.09697343735775,3,4,89,0,gold,1
218,54,35.93915266977959,1,6,62,0,gold,1
219,24,28.003005077827737,4,8,72,0,basic,1
220,32,381.7655824360442,4,8,3,0,basic,0
221,34,338.97602535908663,2,4,41,0,basic,0
222,46,281.0937668461312,5,7,67,0,basic,0
223,41,27.961558308331476,2,5,25,0,gold,1
224,53,598.7609183742798,2,5,56,1,basic,0
225,28,331.07976233354935,4,6,23,0,basic,1
226,15,310.6642179487579,0,4,40,0,basic,1
227,46,447.28160520943385,2,5,57,1,basic,1
228,42,431.4765583059925,1,6,77,1,basic,1
229,43,203.194000370575,3,8,88,1,gold,0
230,33,863.574694518112,2,4,70,0,basic,0
231,35,668.6451856525397,3,11,12,1,gold,0
232,32,281.0289235097324,1,3,23,0,basic,0
233,49,517.6916713418169,0,3,73,0,platinum,1
234,56,199.73595697429514,0,5,6,1,gold,0
235,39,370.93051932550856,1,3,38,1,basic,0
236,19,889.2822610099225,0,2,4,0,basic,0
237,10,170.85301391028403,2,6,85,0,platinum,1
238,10,498.7391711372617,2,8,3,0,platinum,0
239,14,282.3335760475511,3,6,56,0,gold,0
240,22,822.2909994575556,2,4,2,0,gold,0
241,44,651.0890794032415,4,5,4,0,basic,0
242,2,278.7752603695309,2,4,66,0,gold,0
243,32,671.6407582978629,1,5,62,0,basic,1
244,15,212.90829209362454,3,9,82,0,basic,1
245,17,420.28852876004254,0,4,61,0,basic,0
246,49,45.40073146996894,3,8,60,0,basic,0
247,26,367.4573601573313,0,0,26,0,gold,0
248,50,395.15257693023796,5,7,44,1,platinum,1
249,47,101.08771280313724,1,2,27,0,gold,1
250,34,277.49245952002144,1,3,12,1,basic,0
251,22,218.4127565661473,1,5,28,1,gold,0
252,20,119.68202206992827,0,3,57,0,basic,0
253,19,25.7129079696577,2,2,70,1,basic,0
254,1,156.33619863861082,0,2,46,0,basic,0
255,14,115.21748685796618,4,6,9,0,basic,0
256,59,518.5100890705901,1,3,17,0,basic,0
257,11,380.8468887885215,4,6,56,0,basic,1
258,53,425.4716028285766,2,6,9,1,basic,0
259,59,202.82255119406796,0,4,39,0,gold,0
260,28,314.7649776344503,1,1,22,1,basic,0
261,29,756.8661053709894,2,4,48,0,gold,0
262,9,35.92534618500445,2,4,70,1,basic,0
263,56,485.2658522229597,1,2,14,0,basic,0
264,34,339.03957467133523,2,4,77,0,gold,0
265,37,194.0569589001713,1,1,6,0,basic,0
266,26,387.1581364603553,1,10,19,0,gold,1
267,45,544.6848296491506,3,5,56,0,platinum,0
268,52,341.20525840625993,2,6,47,1,basic,0
269,55,239.35697874526625,2,3,74,0,gold,0
270,43,339.15917103705226,3,5,79,1,platinum,1
271,29,810.9549493409554,2,4,9,0,gold,1
272,8,298.23850535292326,1,4,51,0,basic,0
273,50,94.51147803696828,3,5,11,0,basic,0
274,16,259.24280937476107,1,4,40,0,gold,1
275,1,137.3382718392876,2,7,8,0,basic,0
276,19,94.86482660843359,1,3,48,0,basic,1
277,40,410.84986934727834,2,7,11,0,gold,0
278,45,795.9618053177066,1,4,43,1,gold,0
279,49,421.41706898024086,2,4,37,0,gold,0
280,1,353.56789964256217,0,2,26,0,gold,0
281,45,124.2222694128928,3,6,6,0,gold,0
282,10,185.53045422168987,1,4,66,0,gold,0
283,47,609.4865436308686,3,6,60,0,platinum,0
284,57,213.1952220122905,3,5,4,0,basic,0
285,35,214.4615632923686,1,2,56,1,basic,1
286,49,381.99154028697944,2,9,82,1,basic,1
287,44,430.255622658872,1,4,76,0,platinum,1
288,6,170.1821767174832,5,7,83,0,platinum,1
289,22,316.71659366366634,1,3,35,0,gold,0
290,17,43.927463198631514,1,6,61,1,basic,0
291,42,663.4892973244719,5,6,64,0,basic,0
292,12,172.841301676265,1,3,58,0,basic,1
293,43,575.128346844488,1,5,61,0,basic,1
294,33,430.11315379009653,2,7,20,0,gold,0
295,41,72.74836235611947,1,4,68,1,basic,1
296,37,206.43181675890068,3,7,75,1,basic,1
297,6,263.3018998637882,2,8,67,1,basic,1
298,29,552.2091476496827,2,9,47,1,basic,1
299,44,447.9642464621165,2,4,13,0,gold,1
300,30,170.0621543025966,1,4,89,1,gold,1
301,50,86.19268577066558,3,5,65,1,platinum,1
302,47,590.0587619061638,3,8,78,1,gold,0
303,43,1016.6379031041197,0,4,23,1,gold,0
304,53,264.76869925886206,3,6,53,1,basic,0
305,49,228.1657868009416,3,10,3,1,basic,0
306,32,256.2705964547008,1,5,80,0,basic,0
307,8,182.36462205163238,2,6,46,1,basic,0
308,29,927.6106871293413,1,1,84,0,gold,0
309,48,204.00504533270598,0,0,57,1,gold,0
310,59,151.6576462489959,3,7,19,0,gold,0
311,51,651.8596024829739,3,10,18,0,platinum,0
312,49,86.48896260610374,4,8,26,0,gold,1
313,15,238.52608585072682,2,3,32,0,basic,0
314,48,174.40580993964835,0,1,85,0,basic,0
315,14,420.00236214862457,3,5,40,1,gold,1
316,20,154.64266923784217,2,2,85,0,basic,0
317,42,208.77193722795414,2,7,28,0,basic,0
318,14,61.35545535358965,0,1,15,0,basic,0
319,25,469.3644572365918,2,5,70,0,basic,1
320,4,402.31434228599153,3,6,6,0,basic,0
321,8,357.09012706419793,3,9,40,0,basic,1
322,50,275.13641061568035,2,4,84,0,basic,0
323,43,309.0481473562145,4,7,25,0,basic,1
324,33,542.5296437779389,1,3,21,0,basic,0
325,34,389.42389469667614,3,7,74,0,basic,1
326,12,543.4832729512892,3,6,48,0,basic,1
327,28,302.0960122386847,3,8,67,0,gold,1
328,5,170.76045231098905,3,6,38,0,basic,0
329,39,735.469361653556,0,1,72,0,basic,0
330,32,156.9970673496956,3,8,77,0,basic,1
331,50,56.72355984970583,1,4,12,1,basic,0
332,31,80.40047544664445,6,10,13,0,basic,0
333,15,277.62295710440856,1,5,78,1,gold,0
334,45,649.7667322808337,4,9,55,1,basic,1
335,44,471.4289227453965,0,2,28,1,gold,0
336,13,591.7374067780733,3,6,55,0,gold,1
337,17,812.1905245909418,2,2,51,0,basic,0
338,50,278.57559600597466,2,3,68,0,gold,0
339,59,165.02708764105836,1,4,42,1,platinum,1
340,27,542.6874444697954,4,7,16,0,basic,0
341,33,1093.6278399540442,1,1,28,0,basic,1
342,44,967.7923137104096,0,4,83,0,gold,1
343,34,189.67322317224287,1,3,59,1,platinum,1
344,9,236.4377575194292,0,4,73,0,basic,1
345,53,1391.945706157963,3,6,8,0,basic,1
346,31,1332.1953921828067,0,3,67,0,gold,0
347,34,275.75832044345634,1,3,55,0,basic,0
348,16,433.9185896737029,1,10,80,0,basic,0
349,23,268.2006482273838,3,6,82,1,basic,1
350,57,35.48373870892041,4,5,89,0,gold,1
351,54,244.48847549355727,0,4,20,1,basic,1
352,35,389.0213515516403,1,3,77,1,gold,1
353,13,106.30255744314903,3,5,78,1,gold,0
354,5,408.3759668299987,2,4,32,0,gold,1
355,45,77.70975614582505,4,4,78,0,basic,1
356,56,808.3084366011633,1,6,19,1,basic,0
357,21,166.08013962073426,6,13,31,0,gold,0
358,44,419.0089737267085,5,10,66,0,basic,0
359,50,156.36617877319924,5,7,85,1,basic,1
360,19,58.59270252717946,1,2,18,0,gold,1
361,57,69.36749012970832,0,3,19,0,basic,0
362,22,172.4161737547457,3,4,54,0,basic,0
363,51,230.45365526160273,2,4,22,1,basic,1
364,58,318.11205210311147,1,5,47,0,gold,1
365,23,416.6597799422932,1,5,51,0,basic,1
366,19,497.33924513441707,1,2,29,1,basic,1
367,6,586.7540127494575,1,5,24,0,basic,0
368,40,645.4611728100655,2,6,35,0,basic,1
369,56,3.931315243467801,1,3,69,0,gold,0
370,6,275.7475829848489,0,2,52,0,basic,1
371,6,734.1411625370422,3,4,34,0,basic,0
372,7,199.18307838137295,2,4,87,1,gold,1
373,32,223.19672293016316,2,4,64,0,basic,0
374,30,531.3622590334114,1,4,10,0,basic,0
375,17,164.0038363361838,3,6,29,0,basic,0
376,43,275.28878960013003,2,3,21,0,basic,0
377,55,528.8945845820782,1,2,71,0,basic,0
378,47,482.0098962649957,4,8,41,0,gold,1
379,5,1462.6968894327817,1,3,65,0,gold,0
380,47,179.59670519750867,1,3,71,0,platinum,1
381,39,157.73660051176822,1,2,66,0,basic,1
382,14,231.22006474794267,1,7,24,0,basic,0
383,3,266.85204040299345,1,4,33,0,basic,0
384,13,776.6959322889255,0,2,2,1,basic,0
385,55,278.85028525372275,0,2,66,0,platinum,0
386,25,257.3831293745565,2,4,37,0,basic,1
387,28,462.42086768804495,4,7,51,0,gold,0
388,56,388.33947039803746,3,5,70,1,gold,0
389,17,197.1922736586925,0,3,34,0,basic,0
390,47,190.7237675622405,1,6,75,0,basic,0
391,6,386.5627524964328,2,8,72,0,basic,0
392,41,743.5775960119586,4,6,43,1,basic,1
393,30,185.8606712343062,3,9,55,0,platinum,0
394,10,155.79268410760235,1,5,9,1,basic,1
395,45,891.2744645443947,2,6,33,1,basic,0
396,56,88.18424527737305,2,5,60,0,basic,0
397,40,1388.1014778257459,3,5,89,0,basic,1
398,15,362.4503342255298,3,5,57,0,platinum,0
399,7,157.90898006837483,3,7,66,0,basic,1
400,3,112.16842925472008,2,6,65,0,basic,0
401,38,66.77867631001237,1,6,89,1,gold,1
402,23,292.3281787785067,1,1,71,0,basic,1
403,50,420.9715825105941,1,5,58,0,basic,1
404,47,544.8105249746766,4,6,44,1,gold,0
405,10,662.1456411632417,1,4,60,0,platinum,0
406,36,68.5281476637957,3,7,29,0,basic,0
407,16,129.47083904760083,0,4,30,0,basic,0
408,21,364.21230391911786,0,3,39,1,gold,1
409,33,1150.798994609234,1,6,15,0,basic,0
410,36,433.36885237889965,3,6,76,0,basic,0
411,22,271.29997111834916,3,10,77,0,basic,0
412,7,281.8878312527198,0,3,2,1,basic,0
413,21,167.00152981163745,3,7,32,0,gold,0
414,1,486.8144104156074,2,2,45,0,gold,1
415,21,260.4575796139317,4,9,79,0,basic,1
416,34,662.587305752559,6,10,12,1,basic,0
417,22,280.7261539810002,2,7,73,0,basic,1
418,3,85.85220154773413,0,4,68,0,platinum,1
419,12,55.433452839550945,0,3,79,0,basic,0
420,48,250.86733765280252,0,4,15,0,basic,0
421,12,238.59125461552827,2,4,84,1,basic,1
422,37,130.35395022689946,2,6,75,0,gold,1
423,9,266.17847737401496,3,5,84,0,basic,1
424,46,405.1869066631364,5,8,71,1,basic,0
425,44,174.47123907344718,2,7,63,0,basic,0
426,8,115.92340132209517,4,7,57,0,gold,1
427,54,102.69089966445455,0,1,3,0,basic,0
428,8,400.9100076538944,4,10,35,1,platinum,1
429,22,349.7170869059487,0,0,88,0,gold,1
430,20,145.08334598562317,1,4,88,1,basic,0
431,40,557.0143389967657,1,5,14,1,platinum,1
432,23,373.2662438820455,1,3,72,0,basic,0
433,46,77.14487439990508,3,6,61,0,basic,0
434,51,626.4105680007888,0,3,71,1,basic,1
435,36,77.0417812387929,4,9,87,0,platinum,0
436,18,177.90123914890995,0,5,14,1,basic,1
437,34,653.1406860943489,2,5,46,1,basic,1
438,9,128.79856683599272,1,4,1,1,basic,0
439,53,473.0046724344354,1,4,20,0,basic,0
440,16,1276.5300423261406,0,1,71,0,gold,0
441,11,312.75707504900026,1,5,1,0,basic,1
442,19,689.0952310404112,2,5,85,0,basic,0
443,28,90.71799616835175,1,4,76,0,basic,1
444,18,293.9556122087407,3,3,36,0,basic,0
445,27,347.55276585176716,4,8,71,0,basic,0
446,40,156.64775768756175,2,6,33,1,basic,1
447,1,264.5912502494698,3,8,8,0,platinum,0
448,9,596.2590057179182,3,4,71,1,basic,0
449,14,1277.281536379015,1,5,48,0,gold,1
450,25,480.73460666173133,1,2,39,0,basic,0
451,13,548.9531140905701,2,4,77,0,basic,0
452,50,501.4439083895858,1,4,56,0,platinum,0
453,35,264.654965879761,0,4,13,1,gold,0
454,4,251.24752180268152,4,5,25,0,basic,0
455,33,571.6320718979292,2,5,81,0,basic,0
456,27,936.3428836607176,2,4,84,1,basic,1
457,18,442.6746108243992,4,6,45,0,basic,1
458,12,482.1746349002879,3,6,55,1,gold,1
459,2,88.11638034205838,4,8,16,1,gold,0
460,38,47.0181824412472,1,3,74,1,gold,0
461,38,1372.0876145587138,0,2,45,0,platinum,0
462,55,389.7848945389084,0,4,67,0,basic,0
463,49,259.4347848870741,0,1,54,0,gold,1
464,10,377.16146665619294,2,7,63,0,basic,1
465,28,212.8546522949937,1,4,76,0,basic,1
466,20,551.9035730305166,3,6,1,0,basic,0
467,44,125.98281300479299,0,4,22,1,basic,1
468,51,684.1094838717489,3,5,34,0,basic,0
469,21,772.8960114712438,1,3,62,1,basic,0
470,3,302.70166164259723,2,7,34,0,basic,0
471,48,406.62300913369097,1,3,46,0,basic,0
472,9,531.6051119793902,2,4,31,1,basic,0
473,59,535.1584829855836,0,5,40,1,gold,0
474,21,596.7861581776041,2,5,37,0,basic,1
475,58,798.6012767378473,1,3,89,0,gold,0
476,49,496.4553248538141,1,3,82,0,gold,1
477,11,332.07661705131625,0,2,34,0,gold,0
478,33,449.43838296711584,6,9,62,0,basic,0
479,59,180.32262874762318,2,3,48,0,basic,0
480,46,29.266974548094943,3,8,2,0,platinum,0
481,3,501.2999682407337,1,2,2,0,basic,0
482,23,349.60427305548956,3,5,67,0,basic,0
483,4,673.5589591125763,6,9,35,1,basic,1
484,42,343.9083356583148,7,12,69,0,basic,1
485,29,160.74311406081713,1,3,12,0,basic,0
486,54,872.6530544681285,2,7,61,1,gold,1
487,16,406.85430693093946,1,4,20,1,gold,0
488,53,406.4042469477687,1,5,70,1,gold,1
489,46,263.8187842354446,2,5,81,0,basic,1
490,39,372.6302126650938,0,4,37,0,basic,0
491,10,679.8402549763804,0,3,81,0,basic,0
492,42,485.22007051392217,0,3,4,1,basic,0
493,42,63.77599282859991,2,4,35,0,gold,0
494,37,588.658184890079,3,4,27,0,basic,0
495,41,489.09987403691974,1,7,48,0,basic,1
496,13,257.06018919734805,4,7,21,0,basic,1
497,35,1801.9781571569122,2,3,73,0,basic,0
498,37,262.32786558336124,1,1,38,0,platinum,0
499,23,881.6243096138219,1,5,62,0,gold,1
500,6,896.0664106592349,3,5,41,1,gold,0
501,16,438.5079688876649,4,6,59,0,gold,1
502,4,153.91406784304377,0,6,26,1,platinum,1
503,38,118.44835914588414,3,7,71,0,basic,1
504,51,662.2116536403581,2,6,65,0,basic,1
505,23,225.64107827393815,0,4,40,0,basic,0
506,47,614.9087032213436,3,8,17,0,basic,0
507,15,374.1238998105394,2,9,72,0,gold,0
508,37,233.91792943957154,8,9,78,1,basic,1
509,20,634.0977591835867,0,1,78,0,gold,0
510,51,268.02364644768943,4,10,62,0,platinum,0
511,45,36.8426709044019,0,3,85,0,basic,1
512,38,261.766730673357,1,4,64,0,gold,1
513,58,235.07786318254696,1,1,87,1,gold,1
514,47,703.6157112276339,0,5,17,1,gold,1
515,24,384.8677736161636,3,6,4,0,basic,0
516,6,267.7700937302849,1,2,44,0,gold,1
517,25,431.69025889955066,1,4,54,0,gold,0
518,12,139.70870194231077,1,7,37,0,basic,0
519,27,223.72335599756065,4,5,55,0,gold,1
520,54,1105.1273692175512,5,6,45,0,basic,1
521,35,422.7203445467541,2,7,88,0,basic,1
522,17,949.2272670175829,1,2,73,0,basic,1
523,42,543.6435070346164,4,9,15,0,gold,1
524,20,62.020769417781885,2,6,19,0,gold,0
525,35,260.79308630863727,0,1,28,0,basic,0
526,51,315.6892852694957,2,5,76,0,basic,1
527,11,68.45599091152485,2,5,31,0,gold,0
528,5,59.78034123450099,0,3,34,1,gold,1
529,4,328.9913250437924,0,0,38,0,platinum,1
530,5,512.1402959851812,1,4,64,1,basic,0
531,41,947.350445776342,2,6,45,0,basic,1
532,8,636.9704127440755,1,1,70,0,basic,1
533,43,1004.7926095435857,1,4,6,1,basic,0
534,59,655.139814783031,0,2,41,1,basic,0
535,49,34.56189252868902,2,8,57,0,platinum,1
536,3,263.618381618077,1,3,36,1,gold,1
537,40,692.685643956184,1,1,87,0,basic,1
538,57,349.78434154103,3,8,5,0,gold,0
539,11,972.5626946986674,4,5,6,0,gold,0
540,9,345.1173019984923,0,7,78,1,basic,1
541,30,506.87908239062153,1,4,26,0,platinum,0
542,5,337.3159261986207,2,6,3,1,basic,1
543,1,455.56197628829204,1,5,89,0,basic,0
544,53,126.02713850181179,1,2,86,0,gold,1
545,50,550.8908347941369,3,6,76,1,basic,1
546,24,431.4637381691809,2,7,17,0,basic,0
547,21,928.9113168125969,1,3,15,0,basic,1
548,30,220.5681636384175,0,5,9,0,basic,0
549,58,412.33773473243286,3,5,13,0,basic,1
550,32,588.3663147984856,2,3,1,0,basic,0
551,49,368.10141178995275,2,6,80,1,gold,1
552,50,903.7629329235787,0,2,41,0,platinum,1
553,49,562.020908554134,3,6,50,0,platinum,0
